,label,text,osp
2040,disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol.  They terrified him with the thought of arrest by driving close behind him on a pedestrian street.  My disgust was directed at the gestures and the facial expressions of the policemen; they seemed to be enjoying themselves.,0
2041,guilt,"I was cold to my sister without meaning it, just because I was upset and frustated.",0
2042,disgust,I didn't do very well on a midterm and I'm disgusted with myself because I was prepared and thought I did well.,0
2043,joy,When I passed the TOEFEL with very good marks.,0
2044,shame,When I was young I was told to to the shop to buy a dozen eggs.  I went and asked for one egg and the people in the shop laughed at me and so did my family when I told them what had happened.,0
2045,shame,"At using other people, because of sexual experience that was using another to the detriment of both. Anxiety that I may have affected another for the worst.",1
2046,guilt,I had a girlfriend which I used to call regularly. Then I didn't phone her for a while. At a certain moment I felt a little tension which became worse.,1
2047,guilt,I had lunch with my ex-boyfriend and did not mention it to my fiancee.  I felt guilty despite the fact that I felt nothing for my ex-boyfriend.,1
2048,fear,It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened.,1
2049,joy,Having received an offer to do post-graduate work.,0
2050,sadness,I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning.,1
2051,shame,"When I realised that I had become too emotionally involved with the person I'm going out with, and when I began to like someone else and questioned whether I really care about person I'm with.",0
2052,joy,When my boyfriend and I made up.,0
2053,anger,"I was angry about how the government acted concerning Hainburg, especially when I saw a discussion about it on TV.",2
2054,sadness,When my flute-teacher was replaced by a new one.,1
2055,sadness,Sadness - this is an emotion which I have felt very often recently. I can't remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me.,0
2056,shame,When a friend from whom I preferred to hide my private life discovered that I had relations with a man.,0
2057,sadness,When I think about my parents getting old.,0
2058,disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette.  There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes.""",0
2059,shame,At a weakness on my part.,1
2060,anger,"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately.",1
2061,joy,"I got a letter from my best friend, whom I had not heard from for a long time (a good letter).",0
2062,disgust,When I got indecent offers.,0
2063,anger,The stories about the way my grandmother treated my mother.,1
2064,sadness,My friend still trusts me as a friend.,0
2065,joy,My sister had a daughter. I saw the baby for the first time through a pane of glass and she looked at me.,0
2066,disgust,"In a warm bus full of people, someone vomited and the whole bus stank.",0
2067,guilt,I am not doing what I should with this questionnaire.,1
2068,anger,A lady I live with had not bothered to clean up before she went   on holiday (I live in a collective).,1
2069,joy,When my little sister was born.,1
2070,anger,When my mother quarrelled with my aunt over me.,0
2071,sadness,Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.,1
2072,guilt,I was keeping a friend's Library book which went overdue. My friend was charged for the delay in returning the book to the Library. I felt guilty when I realised I was responsible.,0
2073,disgust,When I was getting so fat.,0
2074,guilt,"When I was in P3 I was always punished as I would forget to do my homework.  The first time that I was punished and not allowed to leave school, I slipped out of school.",1
2075,guilt,"When I told a person something that had happened to my friend, and this person went and told my friend.",0
2076,guilt,When I shot a bird in the head with a shotgun.,1
2077,anger,I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.,0
2078,fear,I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process.,1
2079,guilt,I do not study enough as I do not understand it properly.,1
2080,disgust,Seeing someone who has bleeding nose.,1
2081,sadness,I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.,1
2082,anger,I was a prefect at secondary school.  On the sports day I told others that I would take down the names of the people who misbehaved and after some time I sat down for a brief rest.  Suddenly the head prefect came and scolded me in front of others.  I was very angry as there were other prefects sitting and he picked on me.  I thought that a brief rest was not  serious enough to be blamed.,1
2083,disgust,When I saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie.,2
2084,fear,We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.,1
2085,shame,When I dated my friend's boyfriend after they had broken up.,0
2086,fear,Fear of the turn that the examination paper would take as I lacked confidence.,1
2087,guilt,I failed to keep a promise and this had a serious effet on someone's problem.,1
2088,disgust,"When working in a chemical laundry, I saw rats and maggots in the washing.",2
2089,anger,My cousins were playing at home and one of them broke a decorative object which was very precious to me.,0
2090,fear,I was walking along a subway when I saw a group of louts.  I was rather afraid because I was alone.,1
2091,shame,Defying my parents and staying out all night when I wasn't supposed to.,0
2092,anger,Sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight. It was because she thought I was still interested in the boy.,1
2093,disgust,When my relatives troubled me so that I would help them financially.,1
2094,fear,On the way home one Friday night in the heavy rain the car acquaplanned.  I lost contact with the road surface for a few seconds.,1
2095,guilt,I was 4-5 years old when I hid the bicycle keys of a not very good friend.  After a few hours I pretended that I had found it.,0
2096,sadness,My got my mathematics test's marks and could not believe that it was true.  In the past I would have at least 80% marks.  Was I getting weaker at studies ?  This made me feel that I should not expect too much from going to the university.,1
2097,fear,When approached by a gang of youths in town at night.,1
2098,shame,When some of my close friends and colleagues talk about me and my work and say that I am the brightest student of the college.,0
2099,anger,"A certain person started to say dreadful things very calmly, I felt hurt and disgusted.",1
2100,guilt,"I was driving a friend's car, and I got close to the pavement to ask my way and I struck a parked car.",0
2101,fear,When I first came to the UNZA I did not know the kind of people I would find here and the kind of behaviour they would have towards me.,1
2102,guilt,"I had an argument with a friend of mine.  She would not let me speak and then I began to shout at her.  She got angry and left, I did not try to prevent her from leaving.",1
2103,fear,"I stayed alone in the dark at night in the mountain, waiting for my uncle.  I remember that I took a big stone and it calmed me.",1
2104,fear,"I was coming home from a relative's place and it was about 9.30/10 P.M.  I felt slightly apprehensive when I got off the bus and started walking towards my place.  I was confident that nothing would happen to me, yet there was this slight feeling of fear.",1
2105,anger,I was enjoying the company of bird life while I was eating lunch in a park when a group of people began throwing sticks at some of the birds - for no reason other than the satisfaction of seeing them being scared away.,0
2106,joy,Talking with a nice girl.,0
2107,shame,At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame.,1
2108,joy,I unexpectedly got a present from my father.,1
2109,fear,"When I was young I had gone to an old lift and played with the antique lift.  The guy discovered me and warned me, I was very frightened.",2
2110,guilt,I was to prepare relish for the family. I overcooked it and no one liked the meal that day.,0
2111,fear,Finding out about people can go mad for social reasons.,0
2112,anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me.,1
2113,sadness,When I was trying for a girl who I really liked and cared for and thought she felt the same way too. But she didn't like the idea and just wanted to stay friends.,0
2114,shame,Forgetting an important appointment.,0
2115,shame,When I wore a grotesque figure hanging down my back.,1
2116,disgust,The serving lady in the students' dining hall shouting at studennts.,1
2117,joy,Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.,0
2118,fear,I was at home and we were sleeping when we heard some robbers breaking into our house.,1
2119,sadness,When I am alone in a room with no contact with anyone - loneliness drains me.,1
2120,disgust,Finding out that old and useless practitioners of retirement age will go to your English lectures and they do not understand English.,1
2121,sadness,When my father was ill.,1
2122,shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom.",1
2123,joy,When my parents complimented me very nicely on something.,0
2124,guilt,I used to have two boyfriends in the past. Then one of them wanted to get engaged to me. I agreed but was guilt-conscious for disappointing the other one.,1
2125,fear,"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid.",1
2126,shame,I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P.V.C.,0
2127,guilt,"A very, very close friend of mine used to come to my room to      see me and I naver bothered to pay him a visit.  One day he asked me the reason behind this and I gave him a shirt.",0
2128,shame,"When my natural parents name would show up on papers and not my, what I call real name.",1
2129,sadness,When I was ditched by my girlfriend.,0
2130,guilt,I got angry at my mother for something trivial.  We were in a bad mood because my father was very ill and I knew that my mother really needed support.  I had reacted wrongly.,1
2131,guilt,"I could have passed the last exam of the public competition, but I failed as I had not studied.",1
2132,joy,My girlfriend who had been very far away from me came to my place. She saw me and ran after me. I didn't know that she had come. I couldn't see her. She held my shoulders standing behind me.,0
2133,shame,During a meeting.,1
2134,shame,In an express bus I sat on a seat meant for senior citizens and invalids.,1
2135,anger,At home when they lost three pieces of my puzzle.,0
2136,guilt,Telling a lie to wife over phone about what I had been working at.,0
2137,fear,"On my second plane trip, we ran into unexpected turbulence.",1
2138,joy,"Coming to this lecture and listen to you talking about feelings, I am so happy that foreigners have the same feelings as Chinese.",0
2139,fear,When armed robbers broke into our house at night.,1
2140,anger,"When a man, a stranger to me, personally insulted a close woman friend of mine in public.",1
2141,joy,I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.,0
2142,guilt,About not helping my sister when she asked me to help her on her chemistry class. I pretended to be busy.,1
2143,guilt,When one of my lovers told me that I was a flirt.,0
2144,anger,"When during a social evening with my father, brother, sister, close friend and my father's 2nd wife - I had an argument with my father, who abused my friend who was sticking up for me.",2
2145,fear,Getting ill.,1
2146,disgust,When I worked at the life-saving service I was disgusted by a patient whose outward appearance was distasteful.,1
2147,fear,When a good friend of me told me one evening that she didn't want to live anymore.,0
2148,disgust,I felt disgusted on seeing my boyfriend after our separation.  One day he was begging at the mass transit railway station and at that moment I hated him.,1
2149,fear,"When I was working in Delhi, I had gone alone to see the hostel where I would be residing.",0
2150,sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad.",1
2151,joy,Got a present from my friend for my birthday.,0
2152,disgust,"When a ""friend"" woke me up in the middle of a blessful sleep by knocking on the door.  Then he started calling me names and saying that he had heard that I had been talking behind his back, this was a lie and the guy was drunk to the core.",0
2153,joy,"I felt joy most strongly some years ago, when I took part in a NH Competition and I was the first.",0
2154,sadness,"In 1983, my results at the university entrance exam were very poor - far from what I had expected.   I thought that I would not be accepted at the university.",1
2155,joy,"To be able to prepare myself better for an important examination, I did not spend the nitht with my girl-friend but in the students' hostel. I had not done that for months. The day when I had the examn, somebody knocked at my door at seven o'clock in the morning. My girl-friend who likes sleeping late, had come to be able to be with me.",0
2156,shame,Failing in an examn because of lazyness.,1
2157,shame,"I was talking badly about a person to some friends, and discovered that his daughter was listening.",1
2158,sadness,"When I understood that my marriage was falling apart, and we decided to be legally separated.",0
2159,guilt,Little contact with my father before he died.,1
2160,shame,Finding out from this lecture that China is backward in psychology.,0
2161,fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me.",0
2162,fear,This last August when my parents dropped me off and moved me into college I didn't know anybody here; I was 17 and Berkeley really scared me.,0
2163,anger,"When I talk to silly, petty-minded and unmanageable people.",1
2164,anger,When I was told that a boy did not want to be my friend without any apparent reason.,1
2165,fear,"Fear is an emotion that I experience very often.  Naturally this is during exams and subsequently while waiting for the results.  However there is one occassion when I was paralyzed with fear.  This was when I was doing my M.A.-I, and we had a series of student lectures.  I was one of the participants and my lecture happened to be the opening lecture.  I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me.  I felt my heart go cold, my lips go dry and I was really paralyzed.  This incident of fear is still fresh.",1
2166,anger,My boyfriend breaking up with me about 7 months after I had an abortion. Just the fact that he was ignoring me and continued to do so.,2
2167,guilt,"I destroyed my step-brother's bedsheets by mistake, they were the only ones he had.",1
2168,shame,"My brother came to see me and found me with a boy friend.  When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend.",1
2169,joy,"When I received the result slip of the higher level examination (an university entrance exam) and saw that I had a very good possibility of being accepted into the university, I felt very excited.",0
2170,joy,A recurrent lovesickness.,2
2171,fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e.g a traffic accident.",1
2172,guilt,I had promised to call a girl but I did not do it.,1
2173,joy,My old friend visited me in the university.,0
2174,guilt,"When we were playing, I hurt my little sister, but towards my mother I did not admit that it was my fault.",1
2175,fear,A relative died.,1
2176,sadness,"In my penultimate job I was responsible of a sections with several employers, after several years of dedication I was dismissed by a new chef, saying that I was incompetent.",1
2177,shame,When I had to act alone a character for a public (40 people).,0
2178,disgust,When I worked at the life-saving sevice and saw the first exitus.,0
2179,guilt,When I lost something that was valuable to my sister.,0
2180,disgust,When a very dirty class-mate farted in my  presence.  There was a terrible smell.,1
2181,guilt,I chatted up with a girl who I didn't love. She however was fallen in love with me. I felt responsible for her sorrow.,0
2182,anger,We are repainting rooms in my house. My mother started to enact plans to paint my room without consulting me.,0
2183,disgust,When a very near person got into an awkward situation but showed only helplessness and indecision.,1
2184,sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time.",1
2185,sadness,Leaving Melbourne to move interstate - leaving relatives and friends behind.,0
2186,shame,"When my mother found a leaf of my diary where I had written about my mother's lack of education, especially her poor arithmetical insight.",1
2187,guilt,When my grandfather was in a nursing home when I was young I never wanted to go and sometimes didn't have to and later I felt guilty.,1
2188,joy,"When finally I found a place to live, I felt relieved, predicting changes in my life, and I became happy.",0
2189,disgust,With an alcoholic.,2
2190,joy,When the contract about my shop was signed.,0
2191,shame,"During an informal discussion I contributed a lot even though I had not spent much time studying.  Whenever someone said that someone was not paying attention, or that he had too many other things to do, or that the persoon was not trying his best, I would feel ashamed.",1
2192,joy,This came in when at one time I met a girl who I didn't expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me.,0
2193,shame,Not having owned up to the responsibility an incident where family car received minor damage.,1
2194,guilt,This situation happened when my friend me with a knife which I stole from him.,1
2195,fear,When I entered the operation theatre and underwent a difficult operation.,1
2196,guilt,I made another person cry for an unjustified cause.,1
2197,anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention.",1
2198,sadness,"Once my friend and I got into into a hot discussion on a very controversial topic.  At one point of the argument I disagreed with her totally and I took what she was saying as an insult.  So I couter-argued and unknowingly hurt her emotionally, I felt very sad about this.",1
2199,guilt,"During class one day I walked out of the class.  The teacher noticed it and decided that he would take some action against me, when I realized this I approached him and told him that I was sorry for the incident and would not repeat it.",1
2200,sadness,"After hearing about the death of my grandfather.  First I could not believe it, but later I wept and felt the situation was hopeless.  I felt lonely and wanted to be consolated.",1
2201,fear,Every time I see a spider or a snake.,2
2202,anger,Sometime ago I felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband.,1
2203,anger,My parents were having a typical family argument.  I came in and saw the scene and became angry.,1
2204,disgust,One of my fellow students used questionable and unfair means to advance her studies faster than others.  I detested her.,1
2205,guilt,Our class had organized a picnic in November.  I was the class representative so I became the organizor.  However the picnic was postponed by one week and I had something else to do then. Initially I did not ponder on what to do and decided to go for the picnic.  When I had the time to think about it I thought that my decision was wrong.  My classmates thought that I would go as I had signed my name but I did not go.  I told another class representative that I was not going but he did not know the reason behind my not going.  After the picnic my classmates asked me why I had not gone to the picnic and everytime someone mentioned it I was apologetic.  I should have decided right in the begining that I would not go and then they would not see me as irresponsible i.e promising to go and changing my mind afterwards.,1
2206,guilt,Some time ago I slapped my son without trying to understand who the real culprit of a damage was. After that I felt guilty and bad but it was too late.,1
2207,shame,When I stated sharply something I was not very sure of and a few days later I was shown to be wrong.,1
2208,shame,When I did not buy what I had promised to.,1
2209,anger,I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions.,1
2210,joy,When my first child was born.,0
2211,shame,Not being able to hand in homework in time.,1
2212,guilt,I had promised to visit my girlfriend but for different reasons could not make it.  I rang up later to tell her that I could not come.,1
2213,joy,When I made the winning goal during a very important football game.,0
2214,joy,Getting back with my boyfriend after a year away - apart.,1
2215,fear,That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14.,0
2216,sadness,I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success.,1
2217,shame,I was examined by a teacher I greatly respected. I was well prepared on the subjects but he put some side-issues to me and I couldn't answer.,0
2218,disgust,"When after a storm in the country, I left my shelter and saw a big, fat, slimy green toad by my side.",1
2219,guilt,I had found out that I was pregnant. I talked it over with my boyfriend and he was unsupportive - yet encouraged an abortion - I did.,1
2220,guilt,When I was caught with my girlfriend in the house at night.,1
2221,disgust,I cannot remember exactly such a situation. But I know that once I went to a very dirty lavatory and that disgusted me.,1
2222,joy,"At a party in which I met an interesting female. We enjoyed eachothers company, while slow dacing.",0
2223,anger,"I wanted to go to Bhopal for relief work (gas tragedy).  My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job.",1
2224,disgust,During the Chinese lessons a student often showed off. Moreover he misbehaved and dressed very badly.  So disgusting !,1
2225,joy,Naturally when I got myself discharged this was my second birthday.,0
2226,anger,"One day my elder brother badly scolded my father.  This was the first time that I heard such abusive language from my brother.  I requested him humbly not to use this kind of language but he did not care for what I was saying.  Finally I picked up an axe to use against him, in the meanwhile people intervened.",1
2227,fear,"Sleeping alone in a tent, while hearing several noises such as rustling etc, I am afraid that there are people who are up to no good.",1
2228,sadness,"I had a good relationship with two friends. Once without reason, they clearly showed that they thought I was naive, dull and unable to take care for myself, while I expostulated that I could manage things.",0
2229,shame,Once I went home totally drunk and roused all our neighbours from sleep.,0
2230,shame,When I tripped while getting on a bus.,0
2231,anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger.,1
2232,sadness,A friend who was 22 years old died.,0
2233,joy,"The weekend after I argued with my parents I went home again and they couldn't have been nicer. As soon as I walked in, Mum kissed me, then Dad, and thanked me for the birthday presents I'd left for him, including a very sentimental birthday card.",0
2234,anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.,1
2235,anger,"This happened recently, I  was in the dining hall and one of my friends with whom I was eating called me a fool.",0
2236,guilt,That I didn't take the time to make an appointment with someone.,0
2237,anger,I am separated from my husband.  The way he has behaved towards me makes me angry.,1
2238,fear,At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster.,0
2239,guilt,Once when I complained I caused a great discussion between my parents.,0
2240,shame,When a person whom I do not want to see is continously present.,1
2241,shame,"I had been rude to my mother at a time when she needed comforting, not anger (death of my sister).",1
2242,disgust,When I found my girl in bed with another man.,0
2243,sadness,"Moving to an unknown place, away from the familiar surroundings and into a situation of loneliness.",1
2244,joy,"When I finally managed to get a specific sound from my guitar, after baving tried for a long time.",0
2245,guilt,After the death of a girl who I disliked.,1
2246,fear,When I was hitch-hiking and I went with a man who drived like a madman.,1
2247,guilt,When I sided with my mother in a quarrel she had with my father before they briefly separated.,1
2248,guilt,When I discovered that the girl I was courting was a relative of mine.,0
2249,shame,"During a family reunion, they started talking about me wearing an ear-ring.",1
2250,disgust,"Political and military trnsgressions around the world, generally speaking. This cannot be described through this questionaire.",1
2251,sadness,When I didn't get a certain job at Lillehammer which I wanted very much.,1
2252,shame,I cannot remember a situation in which I felt ashamed. I was eating with some people and a little boy I took care of. I warned him often not to knock down his glass of mild. When I took out his chair I knocked down my own glass.,1
2253,guilt,I accused my husband of being late deliberately when he came to pick me up from work.,0
2254,sadness,"Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.",0
2255,joy,"In 1980 when I was in the 12th standard, we had arranged a small picnic in Kandala.  One of my closest friends wrote a small and cute poem for me, which expressed the feeling of closeness we had for each other.  I was very thrilled and I can still remember it.",1
2256,anger,When the paramilitary was sent to the UNZA and it started using tear gas and started intimidating the students without any provocation.,0
2257,guilt,Betraying someone's trust.,1
2258,shame,My mother and my grandmother were talking about one of my grandmother's friends whom I hardly know. I gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently.,1
2259,joy,When I was admitted to the Higher Institute.,0
2260,disgust,"I felt disgust about all my friends. After having done a great effort to organize an evening together, and didn't work out, they put the blame on me. After this, I feel disgust towards those that blame me.",1
2261,joy,When I was told that I was selected to attend Medical Assistant Training.,0
2262,shame,Watching Muldoon act as my P.M.,0
2263,sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it!""",0
2264,disgust,When my husband told me about his pre-marital affairs.,0
2265,joy,Before Christmas I got to know a girl but our relationshop could not consolidate before the holiday. Therefore it was a big surprise to get a carefully hand-made present from her. - Our relationship grew closer.,1
2266,sadness,When I was at school.,0
2267,guilt,My grandmother wanted me to help her. I was driving a tractor pulling a dead branch off a tree. I told her she didn't respect me.,0
2268,joy,I got my driving licence after they had frightened me with it's difficulty.,1
2269,joy,"I went for a walk on the beach with a friend whom I had not seen for many months.  The weather was very pleasant, we had some ice-cream and lots of fun on the beach.",0
2270,shame,During my Highschool time I was chairman of the student's comitee. In this function I once had to make a speech to a large audience and I was very nervous. After three sentences I forgot my text.,0
2271,disgust,At the police centre a man between 40-50 was brought in.  He was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers.,1
2272,guilt,"I went to go get a bike innertube fixed. I fixed it and I was supposed to pay previously but I didn't. I said I would after I fixed the tire. After fixing the tire, the salesperson who helped me was gone so I walked out of the store without paying. I felt guilty so I went inside and paid for the tire.",2
2273,sadness,Whenever I read or think about the way people treat animals and nature.,1
2274,fear,I feel fear when I only imagine I could lose confidence in my own abilities and powers. A similar feeling I feel sometimes before an exam.,0
2275,joy,When I learned I was admitted to study what I wanted most - floriculture (this is a narrow specialization from the general one).,0
2276,sadness,I was very sad at hearing that my grandfather had passed away.,1
2277,fear,I felt afraid when I smoked maryhuana for the first time in my life with a lot of friends in the middle of the street at day brake.,1
2278,joy,"I had a very close friend who went to Canada after her F.B, his  departure was unavoidable.  When he came back during the Summer holidays I was very happy as nothing had changed between us.",0
2279,sadness,"I phoned two friends and was not able to arrange a meeting with either of them, so I had to change my plans.",1
2280,fear,I was playing with friends then I decided to splash some sand into a car which was moving nearby. The driver got angry and came to report to my parents.,1
2281,joy,When my husband suddenly came to see me at my new job and brought some flowers and cake with him.,0
2282,sadness,Cooks refused to give me food.,1
2283,shame,I was ashamed when my boyfriend went to sit with another girl when he invited me to come to watch Drama festival.,0
2284,fear,Once while crossing a road I was overcome with fear.,1
2285,anger,I live with my sister now and sometimes she angers me especially when she thinks I don't keep the apt. clean enough.,0
2286,anger,Once I saw some children hunting a cat to death.,1
2287,sadness,The same as for SHAME and DISGUST. I was asked to resign my sorority which I did because I was ashamed.,1
2288,fear,"When I was ringing up a guy who was my teen idol, and was in Auckland. I was really scared, I didn't know what to say or do.",0
2289,disgust, I was at a friend's place for lunch and she fell ill and vomited.,1
2290,sadness,"When I was six years old, my favourite cat died.",0
2291,fear,I could not do the questions on my math midterm.,1
2292,sadness,When my half brother became seriously ill with cancer and died later.,1
2293,anger,"I had worked very hard during my vacations to raise some money for a few major items (e.g a radio).  but when I arrived at the inter-city bus terminal, my hard earned money had been stolen from me.",1
2294,guilt,"On a telephone talk where I was agressive and stupid without the least, reason or better motive.",0
2295,fear,When I was to sit for my first entrance exam. I had fear of a possible failure.,1
2296,sadness,I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it's problems.,0
2297,disgust,"When I had to eat scraps from a dust-bin, because of a bet.",1
2298,anger,I feel a strong anger when I am treated unjustly.,1
2299,guilt,Losing my temper with my spouse.,1
2300,fear,"I lived in a student-house, where you shared the lavatory and shower with a fellow student. the shower cubicle formed the connection between both appartments. My neighbour very often was drunk and aggressive. One night, I was afraid that he would enter my room.",0
2301,guilt,"I was on a visit to friends who have a baby. The baby was crying in another room, but soon it became quieter and it seemed that it would fall asleep. I went into the room where the baby was lying - and it started crying again.",1
2302,shame,I was ashamed of being laughed at by my colleagues when I failed to answer a question in the classroom.,1
2303,anger,I was angry with a friend of mine who behaved in an affected manner.,0
2304,fear,I was crossing the street together with some colleagues of mine when I suddenly found myself almost under the wheels of a truck.,0
2305,anger,My trouser's zipper was open when I was at a public wedding.,1
2306,guilt,A girl dropped some stuff from her bag and when I tried to help her I realized that she had used me and I was made to look like a fool.,0
2307,disgust,When I happen to witness some sadistic acts.,0
2308,sadness,When I heard that a good friend had committed suicide.,0
2309,anger,We were just about to go into the Exam room and I didn't see all my writing materials plus the identification card from the place where I left them.,0
2310,anger,"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room.",1
2311,sadness,My sister lost one of her twin sons (my first nephews) and then the older one died a week later.,1
2312,joy,When I passed an exam.,1
2313,fear,My parents were out and I was the eldest at home.  At midnight a male stranger phoned us and spoke to me in a rough language.  I hung up and heard someone walking outside our door.,1
2314,guilt,"I borrowed a friend's books and forgot I had them, she asked for them back and I told her I didn't have them. I duly found and returned them.",1
2315,sadness,Recently I happened to remain alone for a long time.,1
2316,sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending.",1
2317,sadness,I heard of the death of a closefriend of mine.  I had gone camping        with him shortly before his death and the whole thing seemed very  sudden to me. ,1
2318,guilt,I had shown anger toward my dog and he was killed later that day.,1
2319,fear,As a result of breaking the indicator light as mentioned for guilt.,1
2320,anger,When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,0
2321,anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult.,0
2322,sadness,A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.,0
2323,guilt,"I was in a cafe with another person when, suddenly, several close friends of my partner appeared.  I did not know what to do and my partner felt uncomfortable.",1
2324,guilt,I was in grade seven and my class was planning a protest against a rude and immoral teacher.  I sneaked out and told the headmaster about it and so the plan was foiled.,1
2325,disgust,A few days ago I saw two dandy girls of my age. I disliked their clothes and their way of doing.,0
2326,joy,Reading a nice book and talking about it to my friend.,0
2327,disgust,In the bus I was sitting next to a colleage who was drunk and behaved in keeping with his state.,0
2328,joy,When I got through the first day here at the department.,0
2329,disgust,"I took a psych. experiment with a totally unappealing gay man as the experimentor, some homosexuals are funny or cute, but this guy was disgusting. Plus the experiment was about gays too.",0
2330,guilt,The day I decided to get out of my house I saw in my brother's eyes that they blamed me for the situaiton.,0
2331,joy,"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi.",0
2332,anger,Something was stolen.,1
2333,guilt,"It was my mother's birthday. My father and I used to buy a present together. However, now I had bought something together with my girlfriend and I forgot to ask my father.",0
2334,shame,I experienced shame when I failed to keep a promise to meet my friend at the bus depot. He later came and asked me why I had not turned up.,1
2335,anger,My sister once stole my mother's money and made her very angry.  After this my mother would beat her up for unreasonable reasons.  One day my sister lent her book to a friend without telling my mother about it.  When my mother learnt this she beat her up and even threatened her with a pair of scissors.  ,2
2336,joy,While watching an entertainment program in which there was a clever  and amusing sketch.,0
2337,guilt,When I spanked a child in anger and later regretted it terribly.,1
2338,guilt,"I had promised to say goodbye to a person who was going on a trip, and I did not turn up.",1
2339,fear,When I did not get the compound which is known.,1
2340,disgust,"Some people were unfairly treated, because of their nationality/colour.",0
2341,disgust,"This is an incident that many of us witness in our everyday life in a city like Bombay.  One day I was travelling by bus, three men dragged two fellows out of the bus.  Once outside they were beaten into pulp.  These two fellows, who got beaten, were pick-pockets and they were being beaten by all and sundry.  I thought to myself -""what is life?"".  It is one hell of a place where everyone is after someone else.  One waits to cut the throat of the other one just for a living, (money).  When I think about such things - the purpose of life, etc, I feel very disgusted and dejected.",2
2342,sadness,When I was left alone one week-end without being prepared for it.,2
