,label,text,osp
2570,guilt,Guilty when I hadn't walked my dog for quite a few days and had given her no attention.,2
2571,disgust,I had prepared a special meal for my boyfriend but when my brother came home he ate it all.  I was really disgusted about it.,2
2572,disgust,When my elder brother failed form five in 1968 when I was 5 years old.,2
2573,sadness,Unrealisation of the desired profession (aviator).,0
2574,sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.,1
2575,shame,When I went for the first time in my life to a nudist-beach.,0
2576,shame,I was very angry at someone.,1
2577,guilt,I work at a commercial house from 7 to 10 a.m. On a very cold day in winter I was late - and let a fellow worker stand in the cold for half an hour.,1
2578,disgust,"I was disgusted with my brother's behaviour when he kept throwing things away because of his anger, after mum had shouted at him.",1
2579,disgust,"I became disgusted with the man on whom I had counted, who I had trusted, the man who should have been my mainstay - my father. I could hardly make myself (and the others) believe in this emotion. It has cumulated after events and deeds. Everything can happen in this world.",2
2580,joy,When I learned that my parents were going abroad and leaving me alone for a few years.,2
2581,fear,"I had a driver licence but I didn't drive for a long time, than I started to drive again, and had to get into hard transit and highways.",2
2582,sadness,I lost my purse that had money in it. I was sad until I found it.,1
2583,fear,A time when I was very afraid of something was when I broke my father's antique lamp.,2
2584,sadness,The loss of a close relative who was ill with cancer.,1
2585,guilt,When I acted in a negative way at a certain moment by laziness to concede a moment of the time I thought to be my own.,2
2586,fear,When I was 12 years old I frequently was pursued by others and got sound thrashes.,0
2587,fear,"A man was yelling outside my window at 3.00 am, yelling threats, though not to me.",1
2588,shame,When I was given detention at secondary school.,1
2589,fear,When I almost ran over a small boy who suddenly was in front of my car.,1
2590,fear,"My grandmother several times has been struck by cerebral hemorrhages. Until now she recovered well each time, but there is always the threat to loose her.",0
2591,joy,When my brothers had passed all of their exams and were able to  graduate from their courses.,0
2592,guilt,"When I went to my room-mate's drawer to see if she had an iron  which I could use, she came in.  I felt guilty as she may have thought that I had been stealing.",2
2593,shame,In the classroom we discussed with the teacher. He told me things that affected directly in a negative way my job and my behavior in the classroom in front of the other pupils.,1
2594,disgust,Cleaning the bathroom of my apt. and realizing my roommate who had lived there all summer by himself had never cleaned the place.,2
2595,shame,When I bought new skis; I was ashamed to tell the assistant that I am not good at skiing and therefor bought racing skis.,0
2596,sadness,"When I recently thought about the hard work it takes to study, and  how one wants to try something else.  When I read a theoretical book in English that I did not understand.",1
2597,fear,When I went to town in a double dekker bus.  The bus was about to fall on the way when the driver controlled it.  It had almost fallen.,2
2598,guilt,I offended a person who had done much for me and who had helped me for everything.,2
2599,anger,Brother continually interupting while I was talking on the telephone.,0
2600,guilt,"When I made love with a girl, which I don't really love. However I know that she loves me.",0
2601,anger,When a car is overtaking another and I am forced to drive off the road.,2
2602,sadness,Loss of close relative.,1
2603,fear,"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives.",2
2604,joy,I was doing an experiment and was not getting the appropriate result despite the fact that I had repeated the procedure 4-5 times.  Then finally I got it right by a stroke of luck.,2
2605,joy,"I experienced this feeling when I was accepted as a student. Because everything turned out different from my expectations. Although I passed the exam successfully I was accepted as a student only when I didn't expect it at all, namely at the beginning of September.",2
2606,shame,"I lied, to be precise I cancelled a meeting with a good friend.",0
2607,anger,I feel it when I see that somebody is traying to made a stupid of me.,2
2608,anger,I sent a book to a friend of mine.  The book meant a lot to me and he lost it.,2
2609,fear,Diagnosis that I have a stomache ulcer.,0
2610,shame,"I was caught stealing food at my aunt's place.  I had tried to hide the food I had taken from the pantry while my aunt was in the kitchen, however she went to the pantry and discovered the stolen package.",2
2611,disgust,When employer made a pass at me whilst I was at work.,2
2612,guilt,The assistant professor saw me cheat at the preliminary examination.,0
2613,shame,"When I was teasing a girl, who turned out to be my brother's dame.",0
2614,fear,Left alone in the dark in a big building.,1
2615,joy,It was when a friend took me to a place and gave me as a gift my astrologycal map with the explanations of a psychologist.,0
2616,disgust,"When I was accused of having impregnated someone's daughter, it was the girl's cousin who had done it. ",2
2617,joy,When my brother gave me a watch.,2
2618,disgust,"When I was young, one day in the car we fell sick and ended up vomitting on each other.",1
2619,guilt,When I unjustly accused a person of my family of something she didn't really do.,0
2620,guilt,Not being able to help my friend to do homework.,1
2621,anger,Insulted by the class leader.,2
2622,joy,I sensed this feeling when I passed successfully the second tour of a competition.,2
2623,guilt,I am not good enough for your experiment I am doing.,2
2624,fear,Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him.,1
2625,disgust,On the road there was a dead animal with its entrails showing and its skull crushed.,1
2626,joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.,0
2627,guilt,This feeling comes frequently when I go out at night and tell my mother that I shall come back early. But then I get home a 5 or 6 a.m.,2
2628,guilt,When I offend somebody unfairly.,2
2629,joy,"I was on holidays, and I was going to meet a friend whom I had not seen for six months.  Again I felt very happy.",2
2630,anger,"My father had bought too many goods for his shop, there was not enough space to store them.",2
2631,disgust,On boat trip - saw mother giving young child (aprox 6-7 years) cigarettes.,2
2632,anger,"I get angry when someone imputes on me things I never can do, naturally negative. Servility, ""connections"", impudence, traits that get me mad.",1
2633,joy,"After waiting impatiently for the results of the form 5 examinations for almost a year, at last I received a letter of acceptance from the Senate of the university of Zambia telling me that I had made it to the first year course at UNZA.",2
2634,anger,"After I said something that my boyfriend disagreed with, he walked away from me without discussing what bothered him. I became very angry with him for treating me this way. Yesterday, November 14.",1
2635,joy,Waking in morning (early morning) and having whole day to myself.,0
2636,shame,"I tried after months to begin talking to my boyfriend again. He ignored me. I felt I had lowered my pride and became his ""doormat"".",2
2637,joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.",2
2638,shame,"When I got really drunk on Norvegian Indipendence Day, and was not allowed to participate in football (soccer) games for two weeks. That was very unpleasant.",1
2639,fear,"When I was on a cave excursion with friends, I suddenly lost them and was afraid of losing my way in the cave.",1
2640,disgust,"A nightmare.  I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck.  And there are a lot of them.  I panic.",2
2641,anger,When my brother did not send me the transport money to resume      my studies in time at UNZA.,1
2642,joy,I was in grade 7.  We had an inter-house volley-ball competition.  In Luapula I was the youngest member of the team and I scored  the winning goal using my head.  I jumped up with joy and fell down.,0
2643,joy,I was happy to hear that my sister had won a prize at running competition.,0
2644,joy,When I gave birth to a child and saw that it was normal when it was put against my breast.,2
2645,joy,"My boyfriend and I were getting dressed up and putting make-up on to go to a Halloween Party. We were dressing up to be two mimes. It was very enjoyable and I thought we looked really good, it was an accomplishment. We were alone in his house.",0
2646,fear,I was attacked by a man at a bus stop at night.,1
2647,disgust,Some boys boasting about their ability to tell dirty jokes.,0
2648,guilt,"When my aunt took her own life, I felt guity for not understanding that she needed support.",1
2649,guilt,Two timing - going out with 2 guys at once (secretly).,2
2650,shame,"If I don't go to lectures, I often feel ashamed.",2
2651,guilt,Gave the wrong meal tickets to other people (my classmate).,1
2652,shame,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself.,2
2653,joy,I passed an exam which I was not sure at all to pass.  I rejoyced at the result because the possibility of continuing my studies depended on it.,1
2654,joy,Day I received my T.E. score and acceptance into my chosen course. ,0
2655,fear,Haven't been frightened for ages.,0
2656,sadness,"When I began to read a thick book, which I had a limited time to read.  Also when I have a lot of work to do and I cannot keep up.",1
2657,disgust,"When I discovered my mother had been having an affair with my father's best friend, and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone. I was filled with disgust and contempt.",0
2658,shame,It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and suvenirs.,2
2659,anger,Not being alowed on a school camp with the class I'd been in for 11 years (I had stayed down due to illness),1
2660,anger,"When my mother scolded me for coming home late, i.e after 7 P.M.",1
2661,disgust,Flicking through a magazine showing pictures of homosexual men committing various acts.,2
2662,anger,When I failed the M.S.C exams.,1
2663,guilt,When I had beaten my auntie.,2
2664,anger,When I got to know about the reaction of a friend of mine in a certain situation.  I had not expected him to react that way.,1
2665,sadness,My grandmother died.,1
2666,fear,Staying alone in the dark.,1
2667,shame,Talking to friends about how old you are and we cannot be as successful as you at your age.,2
2668,disgust,I was really disgusted when I saw one of my friends soiling on his clothes. I thought he was mad.,1
2669,anger,"I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said ""There, have you got it all out now ?"".",2
2670,joy,Falling in love.,0
2671,guilt,"I was alone at home when I broke a figure and then mended it.  A few days later my mother noticed it and asked me about it, I told her that I had no idea.",2
2672,disgust,"Being on view in a meat-factory. Pigs being cut open, pigs being suspended from nods, blood everywhere, decompsition.",2
2673,fear,When I was watching a movie in which there was a pit full of dangers and there was only a small safe place on which a man was standing; he had to catch the lady who was thrown in or else ! The pit was 20 feet deep.,2
2674,guilt,"I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine.  Later, the same evening, my sister looked sad.  I felt guilty about her sadness.",1
2675,anger,My best friend betrayed me and told other people my secrets.,0
2676,fear,When for the first time I rode on a motorcycle with my brother.  He was going so fast that I felt that I would fall off without my brother realizing it.,2
2677,shame,I saw a bag on the street and just then a stranger passed by.  I picked up the bag immediately and gave it to the stranger as I thought that it belonged to him.  But it was not his bag and I felt ashamed.,1
2678,guilt,During 7th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized.,2
2679,fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit.,1
2680,guilt,"One day when I was working, I went out for dinner with friends without my parents knowledge and I only came home at 2300 hours.",2
2681,sadness,Our dog had to be shot because he had killed a roe. I liked him very much and so I could not resign myself to that. I hated the hunter who shot him.,1
2682,guilt,My friend did not do well in the examn because I did not help him.,1
2683,fear,Whhen the front tyre of the car burst.,2
2684,joy,I received a letter and a Christmas present from a person I had not seen for two years.,1
2685,disgust,"A girl with whom I was staying having sex with a person for about 3 nights running, and then with his brother the following night, and back again.",2
2686,guilt,"Leaving University in 1982 following exclusion and lying to parents/friends about reasons for leaving, i.e. lying about the fact of having been excluded.",2
2687,anger,I get angry when people disbelieve me or misunderstand me.,1
2688,guilt,"When I had lied, saying that I never take bread from the dinning hall and a friend of mine caught me doing it.  He thus proved to me that I did in fact take the bread.",2
2689,disgust,I found a big black beetle in my coffee cup. It was alive big and it was moving its limbs.,2
2690,sadness,Death of grandmother.,1
2691,fear,"I was fearful when I realised that the relish was overcooked simply because I was not keen enough at checking whether there was still enough water in the relish or not, instead I was just playing with my friends.",1
2692,guilt,"When I was in the fifth class the rating was done in our mark-books. I hadn't been examined yet but I had heard from my classmates about the scolding they had got at home. My first mark was in geography - good 4. I judged I had known for more than that and I put down ""very good"" for fear of being scolded. Naturally my parents guessed all about it. They rebuked me for what I had done.",2
2693,shame,I choked on a cold drink in front of girls who were strangers.,1
2694,guilt,Getting a friend an open container ticket because I got caught speeding.,2
2695,fear,"We were walking in the park at night.  It was very dark and very late.  We began to hear foot steps all around us, and we could not find our way out.",1
2696,joy,When my application for studying the masters degree was accepted. ,0
2697,anger,My parents scolded me a lot for something I had not done.  It was my sister who had done it.,1
2698,guilt,"Once after falling in love, I imagined that particular girl to be perfect and completely overshadowing my girlfriend. Afterwards I realized that this image was not objective. I felt guilty against both girls.",0
2699,anger,I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue.,1
2700,sadness,"When my little brother passed away mysteriously, at least from what I was told about it.",2
2701,guilt,The time that I had to put my dog to sleep.,1
2702,fear,"One night we were having a barbecue on the beach and I needed to go to my car, which was far away from the beach.  It was very dark as there were no street lamps.  I ran in the dark, very scared, I ran as fast as possible.",2
2703,disgust,At the butcher's I saw an animal which had just been slaughtered; blood was dripping on the floor.,1
2704,anger,Being treated unfairly and being hurt by someone I love.,0
2705,shame,"At a weekend's seminar my trousers suddenly burst, therefore I was prevented from participating in several activities.",2
2706,fear,I found a problem in homework which would not get solved although I tried my best.,1
2707,joy,When I was accepted into the medical school.  Medicine is a profession that I have desired ever since my childhood.,0
2708,sadness,"Two years ago my best friend died in an accident, just a day before my birthray.  We were very close to each other and I felt very sad at loosing a close friend.",2
2709,disgust,The event which got me angry got also an aversion in me.,1
2710,anger,I had arranged with a friend to go with him to Carinthia by car. We had arranged a place where to meet. I was a bit late and my friend had left already. I had no money to go by train. I nearly started to cry because I was so angry - it was very important for me to go to Carinthia.,2
2711,guilt,When I knew that my niece did a bad schoolar examination because I couldn't explain her the lesson.,1
2712,disgust,When I saw a fight I had a physical reaction of disgust and of deep perturbation.,1
2713,disgust,I worked in a harbour and emptied latrine containers from the back of the lorries.,2
2714,disgust,When I saw a film in which the man suffered from an illness and    his skin came peeling off.,1
2715,guilt,A friend of mine had the sleeves of a leather coat stolen from his car.  It was me who had left them there for everyone to see.,2
2716,fear,Thinking that I had been seen smoking at school by a teacher - waiting to be summoned to the headmaster's office.,2
2717,guilt,"After having been told not to take the car, I took it anyway and felt guilty about having taken it.",1
2718,joy,When my son was born.,2
2719,shame,"In the compartment of a public transport railway, I did not give my seat to an old man who was standing near me.  It was another teenager who did so.",1
2720,shame,An out-patient asked me to read for him a certain prescription but I was unable to do so. The patient was dissappointed and lost hope in me.,1
2721,fear,Had fear of losing husband.,1
2722,anger,Misunderstood by a close friend for the wrong reason.,1
2723,guilt,"When my father had a serious fight with my sister, because of me.",1
2724,disgust,"A colleague and I were sitting on a bench next to an old man in a shopping centre. the old man coughed and spluttered somewhat, then with his fingers removed the resultant phlegm and mucous from his mouth, and transferred it onto the armrest of the bench.",2
2725,joy,"For a few days I felt very miserable, distressed and listless, with crying fits. When this was over I felt very happy, although there was no special reason.",1
2726,disgust,"When I was refused a transfer from my school to another, simply because it was far away from my house.",2
2727,fear,When a friend of mine told me a horror story.,1
2728,fear,The possibility of having failed the examination.,1
2729,guilt,I had an argument with my boyfriend.  It was my fault but my pride would not let me admit it.,1
2730,disgust,Disgust with drunk people.,2
2731,anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me.,0
2732,anger,My cassmate laughed at me when I was being scolded by the teacher.,1
2733,disgust,"This person I know lied about how much income his parents made and received money through grants which he did not need. Another person is barely making it, did not lie, and did not receive enough money.",1
2734,anger,"When my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals.",1
2735,disgust,First anatomy lesson.,2
2736,sadness,My child passed away after a short illness when he was just eleven months old. I was only told about his death without knowing that he had been ill.,1
2737,anger,I was angry with a person who behaved terribly at a ball offending her relatives.,1
2738,fear,An inter-college basket-ball match.,0
2739,shame,The first time that I had to go up on the stage to give a speech.,0
2740,sadness,This morning during my sleep I had a feeling that someboby was attacking me.  I started crying in my sleep and then my room-mate woke me up.,1
2741,disgust,When opened a box of biscuits and found worms inside.,2
2742,joy,Getting into this university to do medicine.,2
2743,anger,The surname of my brother was different from ours.  He often grinned at home and provoked others for the pleasure of it.  This made me angry.,2
2744,guilt,I hated you for not letting me go and found out that it was not your decision.,1
2745,disgust,I was disgusted at the university wanting some of us to travel from our homes to the lectures here every day.  The way the whole thing was handled disgusted me.,1
2746,sadness,Death of a close friend.,2
2747,fear,"I studied medicine for several semesters and at that time I developed a great fear of examinations. I was most afraid of my examination of anatomy. While other students were examined, I was dissecting. I was able to hear everything and was waiting with fear until it was my turn.",1
2748,joy,When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.,0
2749,shame,I had promised to help out with domestic chores and I forgot about it.,2
2750,disgust,"Once when I had started to write a paper, there was a phone call for me.  I had to go downstairs to receive it and after the conversation I discovered that all the information had disappeared from my mind.",2
2751,guilt,Describing to mother how a hole in the wall had appeared while I was babysitting.,1
2752,fear,When there was a fight at home and my father threatened to throw a chair on my brother.,1
2753,shame,When I ate my sister's food and then she found out that it was me.  I felt very ashamed but still refused to admit that it was me.,2
2754,sadness,"My father won't be so pleased with me as if I was elected ""Three Good"".",0
2755,disgust,"Once I offended a friend, instead of her coming to me to ask and discuss the matter she was just telling other people about it and say all she could about me.",2
2756,anger,"I learned that a class-mate had given a list, of peolpe who help each other in exams, to the professor.",2
2757,anger,When someone took my writing materials yet I was to write Examinations in a few minutes.,2
2758,shame,"I entered the wrong room, and got into a bed where someone already was sleeping.",1
2759,disgust,When somebody behaves like a scoundrel. Recently a colleague of mine used the name of another one for his own benefit.,2
2760,guilt,I crashed my father's car.,1
2761,guilt,A friend of mine felt bad because of something I had done to something that belonged to him.,1
2762,disgust,"During lunch with some classmates, a priest was also there.  He was eating desperately as if someone was going to take his plate away.  He did it with gluttony.  He wiped his hands on his suit several times and it was full of crumbs.",2
2763,fear,It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,1
2764,fear,Being alone at night.,2
2765,fear,"One camping night, I listened to the ghost stories told by my classmates.  ",2
2766,shame,"I was alone in the bus when I tripped and fell, and dropped all my papers.",2
2767,anger,"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything.",2
2768,anger,"Seeing for the first time pictures about the so called ""treatment"" of Jewish people in Nazi-Germany during World War II.",2
2769,fear,I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house.,2
2770,shame,Cannot remember such a situation.,1
2771,joy,My boyfriend returned after a long absence.,2
2772,anger,Most recently when the chairman at the New Zeeland Rugby Union announced that the All Blacks' would accept the invitation of South Africa to play rugby in that country.,2
2773,fear,When my brother hit his head and lost consciousness at the sports practice.  For some time he could not remember what had happened but he recovered later.,1
2774,fear,"While swimming, I hit my head at the bottom of the pool and required stitches. I later learned that the consequences could have been much more severe and that terrified me.",2
2775,guilt,"When they found out that I was absent from school, I had gone to the girl's secondary school.",1
2776,fear,When I had to talk with an important person about a job.,0
2777,shame,After shouting at a friend.,1
2778,shame,I had been telling lies and people discovered instantly that I was telling lies. I felt very shameful and I felt like disappearing from people.,1
2779,joy,When I received a letter from the university telling me that my application had been accepted.,0
2780,anger,My elder brother often criticizes my mother's cooking.  Once he did it very impolitely and lost his temper.  This made all of us very sad.  I was very angry and I scolded him.  He asked me not to interfere with what was his buisness.,1
2781,anger,When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,2
2782,disgust,"When a girl in my class (on the secondary school) appeased the teacher, resulting in getting a higher grade. This occurred often with her.",0
2783,sadness,"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down.",1
2784,disgust,"My mother was always fastidious about my room, bed time, etc.  She treated us strictly and punished us physically.   These things were intolerable.",2
2785,guilt,Did not read reference when other people read them.,1
2786,sadness,"A few years ago my mother suffered from canccer and died within two years.  We had not finished our studies then and could not bear our responsibilities as her children.  My mother had tried her best to take care of us but she lived in pain these two years.  Neither the doctor nor we could do anything for her as cancer is incurable.  I was very eager to replace her in suffernig , even die instead of her.",1
2787,anger,"When my father asked me if I was a communist, at the same time he made it clear that I should no longer see myself as his daughter.",2
2788,guilt,My mother developed hipertonia and I think I too am to blame bacause with her it is a stress disease.,2
2789,anger,Some noisy guests arrived at the hotel.  I had been slightly irritated earlier.  At night when I was trying to sleep they were having a party so I went and yelled at them.  I wanted to sleep as I had to get up early the next day.,2
2790,fear,Traveling as the only female in a railway carriage in the middle of the night in Italy.,2
2791,fear,Almost had a bicycle accident.,1
2792,guilt,Forgot to collect post for a friend.,2
2793,sadness,The death of a close relative.,2
2794,fear,"I was camping in an old broken hut which had no lights.  I had brought along a lamp which was not working very well.  The door made strange sounds and I was sure that strange things were happening.  The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were ""objects"" behind me.   The whole night was spent in fear and restlessness.",2
2795,disgust,One day I went to see a rather disagreeable film (X).,1
2796,fear,"Riding through a bush fire on an island of Australia - on a pushbike as a little boy - all alone, lost and surrounded by smouldering wood and flame.",1
2797,anger,When close relatives tried to dissuade me from studying Psychology because of its low status.,1
2798,joy,Found my name on the list of attending the English lectures.,2
2799,sadness,When my mum's brother passed away after having been involved in a car accident.   He was bringing me a present as I had passed my form five exams with flying colours.,2
2800,disgust,I saw a friend's husband with another woman.,0
2801,fear,Falling off a cliff in the mountains.,1
2802,fear,One time I was injured when I was playing football at School in Blantyre. I was brought to the hospital while my leg was totally swollen. The x-rays confirmed there was no fracture but collection of blood n the muscles. I feared when they started to incise the swollen part with surgical blade.,1
2803,guilt,When I took drugs.,2
2804,fear,When my son has a pain in his leg (for no apparent reason).  ,2
2805,shame,While dining with some accquaintances I was asked something which I should have known but I did not know.,1
2806,joy,When my favourite football team made a goal and was about to win the Cup of England.,0
2807,joy,My father had an operation which lasted for hours.  We were all very worried but it was successful.,2
2808,guilt,When I hit my young sister without a valid reason.,0
2809,anger,"When my brother went out with my new shirt that I adored, and returned it dirty with grease.",0
2810,sadness,When my mother and father separated (it was a brief separation and they are together now).,2
2811,disgust,"I once saw an elderly lady who was not properly dressed.  She was wearing a transparent dress, such things are not sopposed to be seen in African society.",1
2812,anger,"I came across a girl at the school bus-stop, I had seen her several friends as she was a friend's friend.  However my friend had never introduced me to her and when she got off the bus I smiled at her but she did not respond pretending not to have seen me.  Her arrogant behaviour made me sick and angry.",1
2813,disgust,"At an anti-pornography meeting, when samples from films and magazines were shown.",2
2814,anger,My best friend at school told lies about me to a boy I was seeing and went out with him herself.,0
2815,guilt,When I was fined for speeding.,2
2816,disgust,Doing poorly on a midterm.,1
2817,anger,Once I had an argument with my friends and I knew that I was right.  My friends went on arguing with me even though they did not know the right thing.,2
2818,anger,A friend forgot his appointment with me.,2
2819,fear,When I heard a rumour that the 1st year exam results were out. I had fear that I might be one of the failures.,1
2820,guilt,I had to take care of a neighbour's child. I did not look after it all the time and the child fell down and was hurt. I felt guilty.,1
2821,fear,When I had gone to a school picnic and was left behind in the forest.,2
2822,guilt,"Flirting with other girls while I already had a very good relationship. When there are problems in my relationship, the flirting increases as does the feeling of guilt.",2
2823,anger,When the university withdrew the accomodation that it had given me.,2
2824,fear,That someone would discover whom I really love.,0
2825,shame,I put an end to a friendship with a girl - I had only pretended love and affection to be able to sleep with her.,0
2826,fear,One night I and my friends went to the cemetery. We stopped the car in front of the wall and suddenly the grave digger appeared over the wall looking like a ghost. I was already afraid and almost died.,1
2827,fear,I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.,1
2828,disgust,"I felt very disgusted at a friend to whom I had given a Psychology book to read, and she did not care to give me back the book during the exams.",1
2829,anger,Finding that a subordinate at work was still not willing to cooperate after discussions to try and resolve an attitude problem.,1
2830,fear,When I slept for the first time all alone in the house where I live now. A man phoned me at 2.00 am. He wanted something from me. I was afraid.,2
2831,disgust,"It was at a comsomol(??) meeting, the last one because we were to graduate. The way one of my fellow-students behaved made me feel disgusted.",2
2832,anger,"When a cousin of mine took my bottle of T.B tablets, put water in it and threw it in the dust-bin.",2
2833,joy,Having a good trip on a boat with good friends.,0
2834,guilt,When I stared to much at a pastry that a woman was eating and at the same instant the pastry felt on the floor.,0
2835,guilt,"I allowed my little brother to clean the bathroom in his own way. My mother came and saw the floor overflowed with water, slapped my brother in the face and told him to go to bed immediately.",2
2836,shame,When I was still a child I was told off in face of other persons for having touched an object that didn't belong to me.,1
2837,guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed.",1
2838,sadness,When I part with my friends I feel always sad for some time. I can't remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.,0
2839,guilt,"When I gave in to what my wife wanted and locked the cat out, it was killed by the dogs.",1
2840,fear,"Walking home at night after university - part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream.",2
2841,disgust,I felt disgusted when a fellow student asked me to marry him.  I had not expected this from him as he was a mere friend.,1
2842,guilt,"When I finished a test type of exam and did not dare to answer any question, I doubted whether I would pass the exam  or not.",1
2843,fear,When I was bringing in the shopping and nearly stood on a snake.,1
2844,shame,When I received a letter from my girlfriend telling me that she was engaged to an another man.,2
2845,sadness,"I had been separated from my girlfriend for about a year.  On her birthday I put a present in her mailbox.  I had spent two days choosing a suitable present for her.  I waited for a few days and there was no reply from her; at last I received a thank-you card in my mailbox.  On the card there was only my name, the words thank-you  and her signature.  I was very sad then.",2
2846,joy,For the first time in my life telling someone I loved them.,0
2847,sadness,"I had a very short term romance during the summer vacations.  When we first met I felt excited but I wanted to avoid him after we had met a few times and so I proposed that we stay apart, I felt very sad then.",1
2848,fear,"While cycling in the country, I came across a large herd of cows.",0
2849,guilt,"I read about the national and social spirit and self-discipline of the people of developed coutries like U.S.A, England, France, Germany etc.  Comparing this to the Indian people I felt guilty as they have no national spirit or self-discipline.",2
2850,disgust,Some time ago a girl tried to make me up without any action of my part. She used all possible means. Although I behaved refusingly she did not give up for a longer time.,2
2851,disgust,"In the evening, while I was watching TV, my little brother came in and started eating food he had brought from the kitchen while I was trying to concentrate on the program.",2
2852,fear,First time in anatomy.,0
2853,anger,There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.,1
2854,anger,"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her.",0
2855,sadness,After my little sister's Graduation from High School my grandmother became very sick. She passed away a few months later.,1
2856,fear,Getting ill.,1
2857,anger,"When I came for the lesson, it was cancelled and I had to fill in a questionnaire instead.",2
2858,disgust,"When I saw a woman who had been run over by a train, just off Kafue.  The woman had been cut to bits, there was blood and        splinters of bone every where.",2
2859,joy,When I passed the B.A exams with first class results.,0
2860,sadness,Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.,1
2861,guilt,"I have a two-month old baby.  When I came here, to the university, to attend lectures, I had to leave the baby with his father.  I felt guilty.",2
2862,disgust,"Out of sheer curiosity, I went to see a pornographic movie in Copenhagen.  The room was full of men, who panted and masturbated.  Very disgusting.",0
2863,fear,"after getting a fail notice for a math class, I realized I was not doing very well in school in any subject. I began to fear failing a class or two.",1
2864,sadness,When my uncle died of leukemia at age 35.,1
2865,fear,My uncle was taken to the UTC for an operation as he had cancer.  There had been a lot of deaths of late - 3 out of every 4 operated.  I was scared for my uncle's life.,2
2866,fear,When my father's home was to be broken into by thieves who had guns.,2
2867,sadness,Finding out that we cannot have good references because China is poor.,1
2868,disgust,A situation where I ignored my beliefs and principles for a trip of whimsy.,0
2869,fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that.",1
2870,guilt,I took french leave to do my homework.,2
2871,guilt,A person misinterpreted what I had told her. I had told her that I had failed to insert a NasoGastric tube but she went and scolded the patient that she was being uncooperative.,1
2872,anger,I went to a fair where a guy who was drunk kept bothering me and in the end I got really angry.,2
2873,guilt,Not accepting hints of intimate relation from a girl.,2
2874,guilt,I went to my boyfrien's house. There I found clothes of a certain girl. Without asking whose clothes they were I started tearing them only to realise that they were his sister's and so I felt guilty.,2
2875,shame,"When I was a child, my uncle came to see us. I spit at him and ran out - I do not know the reason for that. My father came after me and insisted on my apologizing.",1
2876,fear,When my mother was seriously ill and had to be admitted to the hospital.,1
2877,anger,When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.,0
2878,joy,When India won the Prudential cup by beating West-Indies in the final match and became the world cricket champion.  West-Indies was the strongest of the eight countries which participated in the competition.,0
2879,sadness,When my father passed away.,1
2880,anger,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out.",0
2881,joy,"When I began dansing, the teacher came and told me that I was very good and would soon get into the ballet academy. ",0
2882,joy,"Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title.",2
